f0,sigma,gain
9.68924477214633,1.152157226737427,4.808250208646723e-12
13.390307711216154,1.1529439636627699,-1.9502925077025055e-12
19.557624078646548,1.1548155077644595,-1.3073021782776167e-11
28.191057250323944,1.1586123328816733,7.025477169593268e-12
34.157418427298495,1.1620385198605756,-8.902129567601125e-12
37.85728110451615,1.1644925643866872,3.610826223365882e-12
39.290712530542905,1.1655111023892588,1.775485401263548e-11
44.023668892208576,1.1691429544896583,2.420375749329387e-11
52.656543672801014,1.176830164008666,-1.3007163417321522e-11
52.85669043881041,1.1770246691977357,-1.3180473165626822e-11
63.75588476226538,1.1887308563185581,-3.287182575993377e-11
68.88905457797155,1.1950020757532933,-1.786983256722644e-11
74.93268926098125,1.2030077595964481,-2.1657662420842806e-13
77.32168577594658,1.206357884329854,2.440268767983859e-11
78.63244743739976,1.2082406501238412,8.784645278911697e-14
84.79870536712018,1.2175224502289481,5.888441827797345e-13
87.38784233813901,1.2216285540377927,1.7845196262393466e-11
93.3539478147912,1.2315602904887433,3.3084690216102806e-11
93.43145687267277,1.2316936337509454,-3.1644637774753777e-13
104.53069643370482,1.251930864064682,-7.997261118000885e-13
108.3530757784677,1.2594255255687652,1.4009021159115644e-11
111.85267468320562,1.2665233067770867,-3.303907165093452e-11
118.09642009975488,1.2797469940806763,5.936835443590636e-13
131.784768258784,1.3112506013994136,-1.8863079138331366e-11
132.01729481034144,1.3118155727409824,1.3512256989576218e-11
132.81787055091297,1.3137683547124162,-2.5936669334928192e-11
134.12862556715365,1.3169910662451183,8.049044042173772e-13
135.71703326664147,1.3209388476701696,-5.480756500537983e-12
141.88326290728781,1.336704621778266,-3.6738092496613886e-11
150.51598234152723,1.3599533689044496,1.9743141297585504e-11
152.6273118194554,1.3658483125398688,-8.037943148584991e-13
156.2495390784906,1.3761530453479338,3.49235912733823e-11
157.68292813309986,1.3802975821186112,-8.101819392308308e-12
161.6151900733232,1.391861752423568,4.9895029794326146e-11
173.59247867744875,1.4288401544824596,-6.310025939570624e-13
175.18088473793392,1.4339426252461402,-3.703999171157654e-11
182.1476832147033,1.4568711792725133,1.4999913432527496e-11
186.04756079438616,1.4700964578509024,1.528539695913015e-11
191.21306523984688,1.488045029818356,-5.021806877937734e-11
197.0241264285501,1.5088242031260928,8.496413939967229e-13
205.41156712677494,1.539912836808491,-1.2807987993543282e-11
209.1112999508218,1.5540380345399845,5.195094760750999e-12
209.71173079454687,1.5563541981220763,5.014878806983992e-11
210.51230524716155,1.559452746610699,-2.82997625111415e-11
215.27752101637094,1.5781403466519255,3.48232649546074e-11
216.87866982918885,1.5845134082565022,2.7010693343829823e-12
222.92225557557825,1.6089942590596422,3.6492643718767995e-13
223.9102299150412,1.613060246983491,-1.8714103312569936e-11
230.67688090432688,1.641391551674833,3.9368279859828996e-11
235.00942616577933,1.6599743989095288,-4.729442040451754e-11
241.34340692326967,1.687763927022706,-5.000825088830842e-12
248.5751092752113,1.7203956553405582,3.510939302918662e-11
250.17625768808333,1.727750802531297,-7.73478580574658e-12
251.28686668697307,1.732880312407652,-6.884924078943823e-13
254.10851530220177,1.7460147015298277,-5.300913468733021e-11
264.60727878621555,1.796173058722769,4.760057888513798e-11
274.6409895722554,1.8460070897044203,1.4320364627485765e-11
280.0066338890514,1.873417448275935,-2.276774984238408e-11
282.1179603169783,1.8843485428303373,-1.2166279832089453e-13
283.1059343090626,1.8894918410380221,-4.753488229987525e-11
285.9403260867131,1.904347199406843,-4.800587256410191e-14
295.1155921871569,1.9534506800316616,-3.972416678597643e-13
298.8153229438708,1.9736893389659742,1.6112662054371565e-13
304.0710755352622,2.002873423803849,-3.731626264035075e-11
304.98154076587775,2.007980753082614,1.0800483841873189e-12
308.371236677772,2.0271297820376986,4.295499232755693e-11
310.4050542072271,2.038720793387398,8.887917072248005e-14
313.6142455075149,2.057165396220757,-5.804203176443633e-13
315.4155369686846,2.0676013195235843,3.483934379936487e-13
324.17087625270136,2.1191773471503685,-1.7937446681995544e-12
324.71343698820897,2.1224199317552523,-1.4668419127161768e-12
327.5027022378524,2.1391754180734517,5.024607065437132e-11
338.27911501009686,2.205257212596618,1.088921327449359e-12
339.20232374957635,2.2110178824753337,7.590527748191677e-12
348.63560160446025,2.270779786338869,3.320978617779183e-12
351.17959708114915,2.2871772012189497,2.1622983630780196e-15
353.4008142630574,2.3015916244357046,2.1580979687592783e-11
354.3112793745079,2.3075262811910453,1.4763358160789956e-12
364.8679090818407,2.377452183564773,1.2542450993079885e-12
372.49989522260614,2.4292841187847265,-2.1736208563900865e-11
372.809929895254,2.4314123695203933,-1.4742972092678339e-12
381.7654115177623,2.4936520330151515,-4.0715925693928804e-11
389.33263236299575,2.5473950063617306,-2.322136197988811e-12
389.41014102896327,2.547950936183661,8.079443017925606e-14
393.775066407752,2.5794368991021948,-1.1573652019678558e-12
401.1294000565349,2.6332804813615565,7.606990359120254e-12
404.8291299161403,2.660744139899201,-3.0854981927503374e-12
408.0314252393989,2.6847188359886243,1.0623641628678424e-11
408.26395123085,2.6864670496974323,-1.3490531965157343e-13
410.9953463061613,2.707077220021393,-2.0682407514660432e-11
412.596493956042,2.7192228234720073,-7.194858034236732e-12
417.2066887739628,2.7544574809896525,1.5583822853509906e-12
419.62804916656523,2.7731201955673104,1.1114765899423517e-11
430.1071691275735,2.8551334622206177,-5.64940526468751e-14
430.7272384205521,2.8600497299118004,2.8089293159666366e-11
432.49614694881075,2.874113580794551,-1.96688286146161e-11
443.10479688379604,2.9596679157716386,6.693336090180713e-13
444.2929139804475,2.969378675965382,-2.0852289367519093e-11
445.8940615666919,2.982506365002159,2.0603149130869318e-11
446.49449191083414,2.987441423480682,-5.040742147185479e-12
453.6614252273486,3.0468606212961635,-5.895707176507058e-12
460.3250757537117,3.102956076174247,-2.8271059633990736e-11
471.4693906539247,3.1985981935726993,-1.262802195243938e-12
473.27068164073006,3.214271906668389,-4.785124246146113e-13
478.12614572741154,3.256818826511573,1.0915428437618548e-11
478.8237236483947,3.262967162520254,2.8231998251973557e-11
481.6581143626891,3.2880412163371617,1.2787286999482032e-13
487.19151739377753,3.3374181779373733,3.5246448953312018e-12
499.7888575775804,3.451933356520934,2.216290027466419e-11
501.75790942992955,3.4700970458973033,-1.6331844555496354e-11
502.3004700249764,3.475114494053047,-2.2314786829070778e-13
518.9006787882225,3.631249586401214,2.6555542124725803e-13
519.8886523728336,3.640702125744245,4.777968811528194e-12
523.2204774625937,3.6727122692294927,-2.9842123544311605e-11
523.4530034284554,3.674953870467615,-2.900800041270281e-12
526.2226289879069,3.7017302499227083,3.023708395687769e-11
527.1527328493382,3.7107540670091037,1.1766035147104187e-12
530.3550278014033,3.741944440406073,2.985419809541996e-11
533.3189485314648,3.770981377137702,7.886890280659305e-12
535.5980349579255,3.793419186408571,6.39004001280604e-13
541.9516504472055,3.8564762746925885,-4.238428259174694e-12
549.118583234961,3.9284977012347997,-1.2817338552534154e-11
552.3208781451214,3.9609838057376248,1.21648962034361e-11
553.0508385604733,3.9684154230486124,-1.0711371473620061e-11
560.5856756354331,4.045700031026309,-3.3409013749837924e-12
566.6165128289391,4.10831167511629,7.951658356256998e-12
566.9971607530522,4.112286007829008,7.356206891737405e-13
571.3620854302874,4.158050829370824,3.965955183098195e-15
575.9850232440805,4.206903527761024,-1.6567878110804815e-11
576.7855969608643,4.215403546973539,-2.2522305825365355e-11
577.483174837265,4.222819642661403,2.4181876889472917e-11
582.6486732064191,4.278014073341813,1.0780668705865974e-11
601.1473196452033,4.47970784970704,-1.0765763162862129e-11
603.7491841937277,4.508582059521919,-2.8297829269657628e-11
605.3503316067709,4.526412786298382,1.7592505072216505e-11
608.3142522231198,4.559544273169516,4.273137101211671e-12
609.5926214325115,4.573884171207039,1.481876728750712e-13
617.5601276877134,4.66393686689735,-5.47931800861757e-13
622.1124520981448,4.715914425729504,-8.451413096528903e-12
624.0815038203892,4.738514946412138,-4.5894976949251125e-11
629.8150498316336,4.804730603145314,-3.257106005085847e-11
641.6118153565147,4.942873961955023,-1.2236494573948501e-11
645.5440705203799,4.989491412462408,1.1379729578383873e-11
649.3791780927028,5.035231528105316,1.5704134098680146e-11
650.2896429647857,5.046130149720112,-1.036171780615471e-13
660.8462700003987,5.173612062596497,-1.7526753110609247e-11
662.0864084057399,5.188722727737648,1.0307204581730086e-13
665.7861375919601,5.2339710006834945,-4.180739922415669e-14
670.5895797195252,5.293094049087493,-7.924012580806078e-13
671.4421748706202,5.303632610494626,4.887643247576769e-12
671.9523528927159,5.309945104819352,-2.8023905142331816e-13
674.6444696175026,5.343334392305,3.418512750102579e-11
677.3758642107658,5.377347267749483,-7.594523997466881e-14
680.5850542941397,5.4174855139844045,1.5060086787616502e-13
685.3109877503572,5.476939493454964,3.2449307359862356e-11
691.6842417778572,5.557768891553501,3.8059882216266593e-13
693.4531500343464,5.580335892248613,-8.776483178894552e-13
697.4756573769575,5.631867943186416,4.3502239992496094e-11
699.8067651120083,5.6618680099507,-9.22127597034527e-12
705.2499153219056,5.732308090437151,-2.8253986286353765e-13
715.6063987672643,5.867838938820123,-2.8376844431445014e-12
718.8086934746598,5.910145899184569,-1.4626725898246883e-11
721.2820749017626,5.942952153081555,-3.830604502158188e-13
726.0855169550721,6.006985629416361,7.894384656876944e-13
727.6739207120019,6.028253750920856,4.9437363819859633e-11
730.6378412125779,6.068063790490848,-1.6294729551556075e-12
739.0831426532953,6.182384715666776,4.870579711082804e-13
739.7807204913962,6.191886311468565,3.8253041429940397e-13
743.2734108395471,6.239594482455079,2.7080135163428228e-11
748.0386220893523,6.305047000710799,-3.240283391281515e-11
756.3034190141748,6.419559912969843,1.984188823746717e-12
760.7458520642693,6.481631987115719,3.0029627992307867e-13
763.935403145377,6.526422321310957,4.666127619814777e-12
779.2376021497655,6.743914750150859,1.9641793686604557e-11
783.1698571708838,6.8005010972766335,-4.925245208758752e-11
784.0479394838634,6.8131758724365525,6.588146555064565e-13
784.177469594234,6.815046791076215,-4.043449045839055e-13
787.1796208368879,6.858496126384525,1.3492036193820847e-12
799.4669249451807,7.038057317537211,1.6806254403083413e-11
799.6994508883329,7.041482161142577,2.8960053235568767e-14
801.0680722702108,7.061660586159716,-4.6859795524795006e-11
803.7023191998642,7.100596024233926,-3.636508287122408e-11
810.0755730562764,7.195324523938931,-1.7366763112726385e-13
817.0296182159541,7.299539184277844,-6.703339867374554e-12
820.7293472676062,7.355347072028561,2.7189635816722694e-12
826.8955623485583,7.448920534172535,1.822546929588675e-11
835.5282634513485,7.581100044548949,-9.794387848303686e-12
837.7425846022236,7.615225820347437,-1.0049583187917935e-12
837.9299844239324,7.618118058252941,1.0820866724324936e-12
838.4401624270953,7.6259951758284075,3.2764963444085816e-13
841.1322790526182,7.667640695924932,-4.110287732294783e-11
842.132996123751,7.683155259119307,9.09743523902419e-12
844.4768473813289,7.719565232236333,-8.847010822591837e-13
845.09691655834,7.729214469396469,-9.326746790054744e-12
846.6274505659865,7.75306226653265,-2.4752379276799874e-11
856.5640079569079,7.908936774550092,4.66844453058017e-11
860.1931236803678,7.966320053034156,1.8375063975622476e-11
866.5977129145618,8.068180762415443,-1.6843103996958914e-11
869.2712376855065,8.110924926404861,5.78981983202508e-14
876.2252827807481,8.22272244649966,2.4912424407896342e-11
878.6270037387859,8.261540950444948,-7.566238812541796e-13
890.7720339672752,8.459465683036758,-1.4533311464266744e-12
893.1933938550819,8.499250874957527,-2.5836049242027097e-11
894.7239278522468,8.524454678911017,-2.487792361552427e-11
901.5611864081712,8.637573000954012,5.5195656853951157e-11
902.5687988126909,8.654316144864179,-1.6579585475648566e-13
907.3722407112655,8.734390352439634,-4.0976385026433597e-13
907.4948754771948,8.736440259249513,-1.7223797296740486e-11
914.5264291837166,8.854439830434524,3.8959717480853757e-11
915.689058879347,8.874038171785765,-1.952978769239425e-11
921.7905088231296,8.977297965057163,-6.408656897636237e-12
931.9595920529247,9.150921530159234,3.188832980957759e-11
938.3328457922993,9.260707389937911,-1.0290003247564661e-15
939.1206758463659,9.274330536177098,2.6296556745961187e-11
943.7563568393541,9.354722230165972,1.9244014841637587e-11
946.2679689501881,9.398443789469425,1.4478897437184523e-12
964.4565792819578,9.71853465598781,2.5564737519866673e-11
965.0187787378734,9.7285255726739,1.1294449393226583e-11
967.4204996703129,9.771272418963836,3.556520052562101e-12
972.7341195278332,9.866224066206062,7.757875423413986e-13
974.9553359818237,9.90607020790128,-5.231758342709113e-11
975.32324027681,9.912678773236774,-3.4881925563529553e-12
976.5633786104454,9.9349734098933,-3.844830889155482e-14
988.2826346954197,10.147055621912765,9.919243649885037e-12
991.9823636654833,10.214534662868859,-4.023375755622327e-12
993.3833675390456,10.240153271400708,-2.130860769753379e-11
996.7858055169178,10.30252042050305,2.7829871102862325e-11
998.1485786126806,10.327560047021809,-2.6969055212888694e-11
999.7879566729554,10.357727350160589,6.458074004273657e-12
1004.2303895687871,10.43972440419802,1.2083093732385023e-12
1006.7812795327591,10.486972248210776,1.44931918763596e-11
1015.5169762762971,10.649683818574864,9.851902648111839e-12
1017.2603972556078,10.68232514253323,2.6884020370016915e-14
1017.880466419984,10.693947929810626,3.662716884269355e-11
1024.2144422359454,10.81307981201774,-3.765386568286685e-12
1029.8184577126997,10.919098494185931,-4.8400496941886314e-11
1031.4461392673347,10.949999944731866,-2.7190352495238876e-11
1037.85072837945,11.072064550574288,-2.423166577431897e-11
1040.5624838771841,11.12397539623091,1.5711351463562273e-13
1045.618090578202,11.221116013312011,1.0522666821529585e-11
1047.4782980667399,11.256977335420691,-3.686391651354232e-11
1052.2817398947768,11.349873520985687,-2.772560542363894e-11
1057.5120028157278,11.451507563720881,1.0782445004181272e-11
1060.4239017184739,11.50830971519628,2.2770895316834615e-13
1064.659295840249,11.59120798131082,-1.6225909064986966e-12
1065.97694280933,11.617065333858958,3.681281559029574e-11
1066.0799386391918,11.619087859835851,-7.338183527814228e-12
1070.0828068234796,11.697843434650435,-1.9481754846445476e-11
1086.942073485698,12.0327853615642,2.889893086534437e-11
1093.2760492667767,12.159975085241685,6.692033251301374e-14
1097.6468217341874,12.24817353824367,-9.802116521520081e-12
1103.2126064020322,12.360995691613153,4.5876563927127464e-11
1106.0538919917387,12.418810444756678,-1.263680254916816e-13
1110.2441599807253,12.50434579616648,-2.3137827358820645e-11
1110.3736900861538,12.506995029589621,-3.891189774343791e-11
1110.8573337987925,12.516889554745102,-4.739560600602339e-13
1118.3794264280139,12.671333381241864,1.9041761207480258e-13
1119.1093867588318,12.686376428228025,-1.0612138373771096e-11
1127.5546877808913,12.861131164431756,-7.515253056395495e-13
1131.506581578777,12.94335712484739,2.5004532918196367e-12
1136.2717926009593,13.042888138524097,-1.6712744939332084e-11
1142.84414254582,13.180851185395413,-3.52540524326757e-13
1154.1503680698886,13.420046837624348,-3.5005061103871543e-13
1164.6363810205396,13.643994678492165,3.1530939710763135e-11
1167.9416713759433,13.715005000391947,2.9569478797901905e-11
1170.6730657829964,13.773837700133697,3.107079083991409e-11
1171.0409700724358,13.781772653713174,9.290947790839524e-12
1172.2035997427324,13.806864620340884,-1.7483749509910114e-12
1174.605320636413,13.858777598768325,1.0572349611887298e-11
1175.8454589511373,13.885624673185355,9.198685252329644e-13
1179.5451878694294,13.965886405747344,-3.7311067059750956e-13
1183.6186693265465,14.054547943515278,-8.576666330881717e-15
1185.7114027315185,14.100216275910116,-2.50099369930516e-12
1192.9165654060541,14.258066786720423,1.422820643462341e-12
1193.6072478655992,14.273248468328624,-1.2578533131267683e-12
1194.3441035348642,14.289454757512841,1.3440351085411859e-12
1195.4674553356645,14.314180829154047,5.571734986876991e-12
1204.7133299489722,14.518574589744874,2.6073421534818424e-13
1205.4432902760198,14.534778513930371,3.3966401924170815e-12
1215.3671037509416,14.75604469906074,-1.4808779051218262e-11
1218.071963875121,14.8166681936978,2.3287967998650554e-12
1219.0089629507327,14.837700398073226,-2.521509275571148e-12
1228.7650155375916,15.057648959705624,-1.5955010697898245e-11
1232.5677402741721,15.143855636009347,8.822908351127703e-12
1233.568457309994,15.166585876511267,1.4390824239466316e-11
1235.041121554067,15.200069452387593,-3.4185871877231767e-12
1240.7030066638058,15.329174282397405,5.350857064718689e-13
1241.3358194111747,15.343640649105279,-2.8027405210375705e-11
1253.5397660805374,15.624070908855334,3.413843379489379e-12
1257.74277762638,15.721285586599496,3.7706048980991594e-13
1258.8464904896439,15.746868153843725,5.665529530877219e-14
1260.7449287300446,15.790923870872131,2.8814971274227675e-13
1260.9970935969393,15.796780677881198,8.218168922052023e-12
1264.5290616181796,15.878937628878456,-9.902317045942079e-14
1271.3015549243453,16.03711505541025,-6.283865353933835e-13
1274.5048965242486,16.112226188993976,2.679943388782749e-12
1292.996645675124,16.54951099403935,-1.1847866669044447e-11
1295.7662708414161,16.615548240395572,1.1633974928302578e-12
