f0,sigma,gain
8.540428670718839,1.1519643387938994,6.602451586714631e-12
10.259079803221452,1.1522619230172828,-8.840642739156064e-13
13.123297774936198,1.1528787600149557,3.67466911358019e-12
17.132992964455067,1.1539961447249687,-2.7363499729075906e-12
22.288149667871984,1.1558678900605925,-4.637156327348258e-13
28.588780554937966,1.1588203269103183,-3.75611644981697e-12
31.888628243395033,1.1606583998856181,-8.173368578743209e-13
33.60696290651766,1.1616949623955668,1.0944090906276868e-13
36.03490234590187,1.1632523041378575,-3.5188187631240385e-12
36.470848110828456,1.163543429870848,-4.548980531498472e-13
40.48027763507488,1.1663850972495124,3.387407650236539e-13
44.62652866035359,1.1696351885821417,-2.5096727145908853e-12
45.63524612825327,1.1704737774448313,5.740471132887778e-14
51.9357499539597,1.1761358013452954,4.649805873477414e-13
54.36366927090838,1.1785128650573227,-4.111465756907827e-12
59.38178714766384,1.183770017814616,4.356047844360808e-13
65.2463309203073,1.1905017363527726,9.16342189063255e-13
67.97335697294929,1.1938477936917251,3.106796410505333e-13
70.80008622274889,1.1974607795096206,1.175275729218402e-13
72.51839858784504,1.1997289724971774,-1.5736870223542736e-14
75.38225193376607,1.2036301574351391,6.541129231704189e-14
77.27451823080317,1.2062907232330835,-2.5938688364738423e-12
77.71045944169367,1.2069130137907742,5.089701843710146e-13
79.39164550207663,1.2093456292615563,-4.8708649340946206e-14
84.54657844896964,1.2171292008897,-8.254411659521667e-15
88.59309494969317,1.2235820809011355,-1.1343662600965501e-13
90.44823439443222,1.2266412644380684,4.817421473040218e-12
90.84704997050518,1.2273072032080612,-6.686107637799315e-14
98.2930593858502,1.2402784850803512,-6.263702621257092e-14
100.62126404584389,1.2445439157874014,3.211024201648973e-13
104.76748164500161,1.2523873166827602,-6.472942094887043e-13
106.88460617396336,1.2565144133455017,-4.467362801805112e-14
113.79496730367903,1.2705599571893846,-5.963622653036587e-13
116.62168997376374,1.2765588728176644,-7.318645345911623e-14
120.2322615702207,1.2844353546574112,6.929879303927844e-12
125.27581126869468,1.2958398943726128,-1.6512414109948818e-12
126.99411965002828,1.2998323700288212,2.2110020764093614e-13
127.50431056267881,1.3010282662862116,1.6311412999226793e-14
128.11420525852083,1.3024641618221175,8.013037458827042e-14
129.85796684061364,1.3066073594145358,-9.19016879815724e-13
133.86735268804094,1.3163461574678066,6.843476908616518e-13
136.8425753168309,1.3237643710274956,2.4961545898793265e-14
139.0222770054581,1.3293025771019051,1.159729734337455e-13
139.5324678265892,1.3306115145157356,-4.617232855615734e-14
143.57897838230005,1.3411630043758536,-8.578691614883405e-13
145.32273959105098,1.3458029492053223,9.393857542752328e-13
152.70616172974476,1.366070056246049,8.575279047161179e-14
152.7687402457009,1.3662461226417693,8.800384817655423e-13
154.5984237261894,1.3714258764337066,5.928439004508392e-12
160.18928707814018,1.387635477516066,-3.090059154255176e-15
161.36027878659428,1.3911034642501778,6.276559802931644e-13
167.02539228899812,1.4082378481921844,-1.1522193845999196e-14
171.09735505591442,1.4209188588446997,1.0282555290516215e-12
173.499807424901,1.4285438994919581,-1.0360188225572593e-12
177.94513168430558,1.4429330918834484,-7.338978170080297e-13
181.97996892487546,1.4563087092147071,-2.2917214398364717e-13
182.49015955376024,1.4580213650443952,1.2335562312611019e-13
193.5467268862378,1.496314986793384,2.327195508063098e-12
194.00812029404116,1.4979619361247924,6.487119559996127e-13
195.31594070557753,1.5026515278639843,-6.178990472143489e-12
196.8465124818809,1.508179876093915,1.282516040946234e-13
197.03424797338374,1.5088609383798874,8.273629758961959e-13
199.1004635914496,1.5163995994681543,4.443289101353517e-16
199.89809338974686,1.5193308191984267,-3.4389858109570437e-12
203.9074769123486,1.5342424652576525,2.560847112024362e-12
207.18180909111493,1.5466399783147682,-1.204809146590779e-12
209.06239848683052,1.5538496894708358,4.339738604615911e-13
214.73918247237432,1.5760082029043387,-2.72442829996374e-12
215.36285805080576,1.5784788227264677,3.5152050950433168e-12
216.8563044775099,1.5844240621041559,1.0552934646113413e-13
216.89342970333033,1.5845723767385986,-2.8808984171242443e-13
221.50103526730967,1.6031767924996672,1.618844113986823e-13
222.8088555379955,1.6085287138882591,3.2931253928090628e-12
231.40039088204006,1.6444707297951424,2.348703346438717e-12
235.7576822889173,1.6632187815683133,-1.8441673338133707e-14
236.96579879317161,1.6684788533697419,-1.7331200709072782e-12
237.07717446385857,1.6689651303663968,-1.84419483267691e-12
238.08588354061263,1.6733796583838547,3.3726429634480704e-13
241.13746401966347,1.686848755261269,3.847755123717598e-12
252.0200748930243,1.7362791930760113,-8.575670011638448e-13
253.57609965445246,1.7435251535904666,-6.242723612157656e-15
255.80459710020125,1.7539803044517606,4.142526761611981e-14
260.42387415232724,1.7759433035712577,2.282977816233275e-13
260.5607030804734,1.7765998696963536,-3.2205357203807204e-12
264.0482234512228,1.7934509640039606,2.4274929810041348e-12
271.3319378483771,1.829367203802535,-1.4826635443521793e-12
276.9970489811973,1.8579776953208524,-4.8496187293664914e-14
277.2219096510419,1.8591255067849306,-4.5084179389019434e-12
280.92050928219254,1.878138830055806,-8.762419100873336e-14
282.6388161456095,1.8870578276224474,1.1732823882147914e-14
283.90740166976576,1.8936774128176026,3.986785881816705e-13
285.1897684962054,1.9003990393862225,-4.368673785580889e-12
285.50266090779684,1.902043686858884,-4.876820923439703e-14
289.5120435541273,1.9232777027031656,3.6315331535860356e-14
290.23331338047046,1.9271290326218602,2.591012444621237e-13
291.5411334570605,1.9341367781339542,6.057741848131039e-13
294.6669640653195,1.9510136880685636,6.154175171803682e-15
299.3350379959462,1.976552536717163,-3.282757195652551e-14
300.9674224184825,1.985577973843569,4.9849046260597573e-14
307.005894841302,2.0193912527412836,-6.4853614629310336e-12
308.413418588267,2.027369408891893,4.6699726446259054e-14
308.53646620192234,2.028068604614903,5.408094894633806e-13
310.28022626197856,2.038007186639576,-5.820151619975985e-13
310.9643708501288,2.0419217759032406,-1.398895481961955e-12
317.00495254802615,2.0768593600524676,3.3306891479357845e-14
322.81856420232356,2.111118929157488,-5.732707936383755e-14
323.6161937825783,2.115867923272393,-2.3360354624779803e-14
326.74202427089745,2.1345917121394438,5.45648806260305e-14
331.47267650784886,2.163270730422038,6.813595739316139e-13
334.31106783959126,2.1806760154303957,1.7317286627163521e-13
337.6246337307415,2.2011828679421948,-1.2161122871419966e-14
337.8845102544137,2.2027997336898633,-4.259029686005215e-12
341.3720302656628,2.2246183003679754,-5.548143782300507e-12
347.44762765211306,2.2631634911338403,-7.776443739799692e-14
349.6527809028978,2.277321748225312,3.442416472956741e-14
353.81066413519727,2.30426124651082,4.612191250604377e-13
360.27340428040014,2.3467664126439445,9.69559256382534e-13
361.2312066586909,2.353131299706536,5.272360902922244e-13
362.82646576474184,2.3637697917286093,-6.393363437342011e-14
365.9501868002899,2.3847370851637657,2.2233578108037243e-12
373.2222283913346,2.434245359113458,-2.490097740349156e-14
377.14568829604707,2.4613609551671183,8.590447012572865e-15
377.2941891621801,2.4623928354227167,8.054306085403942e-13
380.32031582082874,2.483508806691435,-2.177904849070296e-12
382.08952903159155,2.495932317702832,-6.0964201374030305e-12
